Name,Job Role,Skills,Education
23810469.pdf,DIGITAL-MEDIA,"Marketing, Plan, Presentations, Kpis, Content, C, Strategic plans, Website, Cpg, Reporting, Sales, Business development, Lifecycle, Advertising, Engagement, Marketing strategy, Seo, Retail, Branding, Positioning, Administration, Ecommerce, International, Product marketing, E-commerce, Brand, Social media, Account management, Interactive, Budget, Mobile, Analysis, Research, Strategy, Supervisor, Conversion, Marketing plans, Digital marketing","e-commerce, Bachelors of Science, e-commerce marketing"
30864828.pdf,DIGITAL-MEDIA,"Microsoft excel, Documentation, Process, Ordering, Spreadsheets, Transactions, Inventory management, Excel, Policies, Communication, Reporting, Sales, Quality control, Financial management, Inventory, Adobe creative suite, Retail, Telecom, Adobe, Improvement, Safety, Process improvement, Video, Networking, Graphic design, Training, Billing, Pharmacy, Design, Quality standards",Bachelor of Science : Communications Video Production 1997
31929166.pdf,DIGITAL-MEDIA,"Sports, Wordpress, Plan, Visual, Excel, Communication, Writing, Indesign, Journalism, Media relations, Facebook, Newspaper, Adobe creative suite, Microsoft office, Analytical, Technical, Windows, Presentation, Adobe, Illustrator, Social media, Money, Research, Public relations, Design, System, Photoshop, Twitter, Pr, Powerpoint, Recruitment","Bachelor of Science : Communication Journalism Montreat College ï¼​ City , State"
34319869.pdf,DIGITAL-MEDIA,"Audio, Sap, Reports, Crm, Engineering, Marketing, Acquisitions, Tableau, Salesforce, Content, Partnerships, Excel, Expenses, Policies, Communication, Requests, Distribution, Operations, Reporting, Specifications, Sales, Testing, Broadcast, Metrics, Partnership, Workflows, Licensing, Jira, Access, Tv, Finance, Technical, Accounting, Troubleshooting, Adobe, Word, Os, Schedules, Video, Budget, Mobile, Analysis, Client relationships, Training, Legal, Strategy, System, Logistics, Github, Powerpoint, Researching, Spanish",Bachelor of Arts : Communication ~ Media Management
40311088.pdf,DIGITAL-MEDIA,"Sports, Audio, Editing, Marketing, Event planning, Presentations, Content, Visual, Partnerships, Programming, Marketing materials, Website, Schedule, Requests, Writing, Photography, Computer science, Access, Tv, Administration, Scheduling, Adobe, Outreach, Interactive, Budget, Video, Alliances, Research, Public relations, Design",Bachelor of Science (BS)
40883703.pdf,DIGITAL-MEDIA,"Marketing, Plan, Analytics, Data analytics, Content, Jose, Partnerships, Sales goals, Sales, Business development, Lifecycle, Testing, Ux, Partnership, Click, Seo, Branding, Administration, Ecommerce, Brand, Email, Acquisition, Budget, Mobile, Automation, Editorial, Public relations, Segmentation, Strategy","Bachelor of Science, Masters of Business Administration"
50219114.pdf,DIGITAL-MEDIA,"Reports, Wordpress, Marketing, Analytics, Microsoft sharepoint, Php, Content, Governance, Website, Communication, Budgeting, Sales, Usability, Facebook, Testing, Sharepoint, Key performance indicators, Metrics, Ux, Ios, Engagement, Click, Workflows, Seo, Technical, Html5, Adobe, Vendors, Brand, Improvement, Social media, Photoshop, Interactive, Budget, Forecasts, Alliances, Mobile, Analysis, Research, Strategy, Design, System, Migration, Twitter, Project management, User experience","Master of Science : Technology Management, Bachelor of Arts : Information Systems and Management"
58915642.pdf,DIGITAL-MEDIA,"Plan, Acquisitions, Java, Economics, Content, Partnerships, Excel, Statistical analysis, Microsoft office suite, Consulting, Partnership, Finance, Presentation, Budget, Analysis, Research, Big data, Training, Strategy, System, Logistics, Spanish",Bachelor of Science : Economics Management
73282756.pdf,DIGITAL-MEDIA,"Reports, Marketing, Process, Plan, Product development, Analytics, External partners, Updates, Content, Excel, Website, Procurement, Operations, Reporting, Specifications, Sales, Statistics, Advertising, Metrics, Visio, Supervising, Inventory, Negotiation, Internal stakeholders, Seo, Newspaper, Strategic initiatives, Access, Analytical, Technical, Administration, Scheduling, Windows, English, Fulfillment, Database, Vendors, Word, Change management, Email, Hardware, C++, Interactive, Budget, Alliances, Analysis, Editorial, Audit, Research, Servers, Process development, Strategy, Queries, Forecasting, System, Photoshop, Project management, Conversion, Rfps, Spanish","Bachelors of Business Administration : Management Information Systems
City , State Management Information Systems
Languages
Fluent in English and practical knowledge of Spanish and Hindi
Skills

Microsoft Access,Â Excel, Power Point, Word and Visio.NET, C++, FoxPro,Microsoft Windows"
17103000.pdf,ENGINEERING,"Engineering, Process, Assembly, Schematics, Presentations, Project planning, Electrical engineering, Communication, Schedule, Software engineering, Procurement, Distribution, Specifications, Lean, Leadership development, Ibm, Metrics, Visio, Microsoft office, Technical, Administration, Architecture, Continuous improvement, Electrical, Installation, Improvement, Staffing, Schedules, Hardware, Process improvement, Budget, Video, Analysis, Mechanical engineering, Training, Design, Project management, Microsoft visio, Security","Bachelor of Science : Electrical Engineering Electrical Engineering, Master of Business Administration"
17108676.pdf,ENGINEERING,"Teaching, Microsoft excel, Engineering, Process, Assembly, Fabrication, Excel, Autocad, Communication, Operations, Reporting, Specifications, Analyze, Solidworks, Statistics, Microsoft powerpoint, Fulfillment, Microsoft word, Word, Cad, Instrumentation, Safety, Time management, Mobile, Analysis, Powerpoint, Research, Training, Travel, Design, Project management, Robot",BACHELOR OF SCIENCE
17488801.pdf,ENGINEERING,"Construction, Engineering, Marketing, Process, Documentation, Autocad, Compliance, Communication, Distribution, Sales, Inventory, Microsoft office, Analytical, Technical, International, Scheduling, Auditing, Electrical, Installation, Improvement, Cad, Analysis, Erp, Mechanical engineering, Training, Iso, Design, System","Bachelor of Science in Mechanical Engineering, - Rose-Hulman Institute of Technology. Additional management and business training at Stetson"
19553067.pdf,ENGINEERING,"Reports, Engineering, Process, Regulations, Cash flow, Presentations, Excel, Compliance, Schedule, Variances, Reporting, Pivot tables, Pivot, Financial statements, Testing, Bank reconciliation, Tax, General ledger, Accounting, Analytical, Administration, International, Contracts, Adobe, Invoices, Regulatory, Journal entries, Budget, Analysis, Billing, Gaap, Forecasting, Reconciliation, Audit, Powerpoint",M.B.A
21038022.pdf,ENGINEERING,"Sap, Engineering, Process, Documentation, Standardization, Supply chain management, Java, Microsoft visio, Visual, Financial reporting, Sql, Policies, Communication, Electrical engineering, Schedule, Software engineering, Operations, Reporting, Lean, Analyze, Technical issues, Supply chain, Mortgage, Visio, Inventory, Bottle, Access, Html, Analytical, Technical, Microsoft office, Continuous improvement, Presentation, Css, Vendors, Electrical, Budget management, Six sigma, Improvement, Repairs, C++, Safety, Budget, Mechanical engineering, Training, Algorithms, Design, System, Purchasing, Sql server",Bachelors of Science in Software Engineering GPA: 3.7
24647794.pdf,ENGINEERING,"Audio, Engineering, Process, Assembly, Transport, Schematics, Drafting, Technical skills, Visual, C, Autocad, Programming, French, Communication, Controls, Lifecycle, Solidworks, Electronics, Testing, Circuits, Ui, Risk assessment, Analytical, Technical, English, Troubleshooting, Electrical, Os, Hardware, Instrumentation, C++, Analysis, Data entry, Research, Training, Algorithms, Modeling, Design, System, Logistics, Robot, Matlab",Bachelor of Science : Electrical Engineering Electrical Engineering
27152464.pdf,ENGINEERING,"Industry experience, Engineering, Plan, Scripting, Programming, Sql, Rest, Communication, Schedule, Software engineering, Reporting, Operating systems, Agile, Ibm, Microsoft office suite, Electronics, Testing, Python, Oracle, Jira, Linux, Technical, Windows, Db2, Database, Matrix, Improvement, Json, Xml, Vmware, Certification, Kpi, Postgresql, Networking, Analysis, Automation, Solaris, Perl, Shell, Training, Scrum, Iso, Strategy, Unix, Merchant, Computer applications, Design, System, Payments, Sdlc",Bachelors of Science : Electronics
47549345.pdf,ENGINEERING,"Teaching, Engineering, Programming, Autocad, Commissioning, Electronics, Testing, Circuits, International, Technical, Electrical, Installation, Instrumentation, C++, Automation, Analysis, Research, System, Design, Api, Matlab",Master of Science :
55595908.pdf,ENGINEERING,"Math, Construction, Sas, Reports, Engineering, Process, Documentation, Assembly, Schematics, Fabrication, C, Excel, Controls, Communication, Schedule, Operations, Specifications, Ibm, Testing, Inventory, Access, Microsoft office, Technical, Troubleshooting, Electrical, Word, Instrumentation, Safety, Servers, Data entry, Training, Cement, Supervisor, Design, Repairs, Customer service, Audit",Bachelor of Military science engineering
15792052.pdf,FINANCE,"Math, Reports, Process, Spreadsheets, Plan, Transactions, Deposits, Compliance, Policies, Communication, Reporting, Sales, Filing, Accounting, Finance, Auditing, Analytical, Scheduling, Regulatory, Analytical skills, Payroll, Analysis, Data entry, Research, Training, Billing, Hotel, Reconciliation, Customer service, Audit",Bachelors of Arts : Communications
19243556.pdf,FINANCE,"Asset management, Reports, Process, Quickbooks, Reconciliation, Regulations, Cash flow, Financial reporting, Excel, Compliance, Policies, Controls, Financial analysis, Operations, Reporting, Variances, Sales, Financial statements, Testing, Oracle, Internal controls, Inventory, Accounts payable, Filing, Tax, General ledger, Regulatory compliance, Accounting, Finance, Vendors, Regulatory, Improvement, Process improvement, Money, Payroll, Analysis, Training, Modeling, System, Peoplesoft, Pr, Conversion",Bachelor of Arts
20977412.pdf,FINANCE,"Reports, Documentation, Process, Rfp, Presentations, Excel, Sql, Compliance, Communication, Website, Writing, Budgeting, Requests, Operations, Reporting, Sales, Facebook, Financial statements, Visio, Supervising, Inventory, Banking, Tax, Retail, Access, Accounting, Finance, Administration, Microsoft office, Workflow, Coding, Microsoft powerpoint, Coaching, Fulfillment, Database, Word, Transportation, Regulatory, Call center, Schedules, Budget, Analysis, Research, Training, Legal, Computer applications, Supervisor, Forecasting, Design, System, Powerpoint","Master of Business Administration, Bachelor of Business Administration : Management Management"
21912637.pdf,FINANCE,"Reports, Documentation, Marketing, Transactions, Reconciliation, Regulations, Economics, Financial reporting, Excel, Compliance, Communication, Procurement, Operations, Reporting, Sales, Financial management, Inventory, Filing, Access, Accounting, Finance, Administration, International, Contracts, Database, Word, Microsoft word, Improvement, Schedules, Human resources, Operations management, Payroll, Receivables, Budget, Data entry, Training, Project management, Payments","Master of Business Administration, MBA)"
24854026.pdf,FINANCE,"Reports, Marketing, Analytics, Financial reporting, Excel, Deposits, Sql, Expenses, Compliance, Vendor management, Variances, Reporting, Sales, Pivot, Oracle, Testing, Data analysis, Retail, Access, Analytical, Finance, Administration, Payments, Budget, Business cases, Mobile, Analysis, Strategy, Modeling, Iphone, System, Project management, Reconciliation, Audit","Master of Technology Management : Management of Technology City , State Management"
25101183.pdf,FINANCE,"Documentation, Process, Transactions, Plan, Economics, Kpis, Project planning, Pmp, Green, Compliance, Communication, Website, Operations, Reporting, Agile, Lean, Financial management, Testing, Program management, Key performance indicators, Metrics, Accounting, Finance, Administration, Quality assurance, Workflow, Contracts, Vendors, Matrix, Improvement, Schedules, Staffing, Business analysis, Budget, Business cases, Analysis, Itil, Strategy, Modeling, Forecasting, Design, Logistics, System","Business Economics/Finance , State University, Master of Business Administration, Bachelor of Science : Finance/Accounting"
26767199.pdf,FINANCE,"P, Reports, Process, Transactions, Plan, Regulations, Analytics, Cash flow, Financial reporting, Deposits, Compliance, Controls, Communication, Schedule, Writing, R, Variances, Reporting, Sales, Recruiting, Oracle, Internal controls, Banking, Tax, Accounting, Analytical, Technical, Finance, Auditing, Schedules, Human resources, Payments, Journal entries, Payroll, Budget, Analysis, Conversion, Research, Training, Billing, Gaap, Peoplesoft, Merchant, Supervisor, System, Reconciliation, Audit","Master of Science : Accounting City , State , United States"
27409087.pdf,FINANCE,"Sap, Teaching, Reports, Process, Plan, Quickbooks, Transactions, Spreadsheets, Reconciliation, Financial reporting, Reconcile, Expenses, Compliance, Controls, Policies, Schedule, Requests, Financial analysis, Operations, Reporting, Variances, Sales, Pivot tables, Analyze, Pivot, Correspondence, Metrics, Inventory, Filing, Tax, Accounting, Finance, International, Auditing, English, Enterprise resource planning, Contracts, Adobe, Invoices, Word, Schedules, Email, Payments, Certification, Payroll, Receivables, Budget, Forecasts, Analysis, Erp, Research, Training, Billing, Gaap, Queries, Forecasting, System, Design, Audit","Post Graduate Diploma in Accountancy : Accounting City , State , Tanzania
Institute Of Finance Management 2008 Advanced Diploma in Accountancy : Accountancy City , Tanzania"
28973180.pdf,FINANCE,"Construction, Reports, Engineering, Marketing, Process, Plan, Health, Status reports, Presentations, Autocad, Policies, Communication, Pdf, Operations, Operating systems, Sales, Specifications, Correspondence, Testing, Advertising, Supervising, Filing, Microsoft office, Finance, Administration, International, Windows, Technical, English, Improvement, Os, Payments, Safety, Training, Supervisor, Forecasting, System, Photoshop, Security","Master of Science , Civil Engineering 11, Bachelor of Science , Civil Engineering"
38907798.pdf,FINANCE,"Sap, P, Microsoft excel, Reports, Process, Transactions, Cash flow, Financial reporting, Excel, Policies, Controls, Requests, Purchase orders, Financial analysis, Procurement, Reporting, Analyze, Financial statements, Advertising, Internal controls, Microsoft powerpoint, Accounting, Finance, Administration, Auditing, Presentation, Invoices, Word, Microsoft word, Improvement, Schedules, Process improvement, Budget, Forecasts, Analysis, Research, Training, Billing, Legal, Strategy, Investigation, System, Audit, Powerpoint","Bachelor of Science : Corporate Finance & Advertising and Promotion Strategy, Masters of Business Administration"
92524964.pdf,FINANCE,"Reports, Marketing, Transactions, Reconciliation, Beverage, Cash flow, Expenses, Financial reports, Communication, Sales, Bank reconciliation, Mis, Tax, General ledger, Accounting, Finance, Administration, Internal audit, Schedules, Payroll, Budget, Training, Unix, Hotel, System, Payments, Audit, Security","Bachelor of Commerce, Post Graduate Diploma"
95519832.pdf,FINANCE,"Marketing, Transactions, Regulations, Investigations, C, Investigate, Operations, Accounting, Finance, International, English, Presentation, Certification, Swift, Queries, Investigation, Travel, System, Payments, Customer service",Bachelors of Commerce
10268614.pdf,FITNESS,"Marketing, Health, Engineering, Updates, Excel, Cpr, Communication, R, Therapeutic, Sales, Healthcare, Finance, English, Fulfillment, Word, Annual budget, Schedules, Budget, Fitness, Training, Payments, Powerpoint","Bachelor of Science : Human Nutrition and Dietetics ,, Master of Science : Human Nutrition"
14107571.pdf,FITNESS,"Gis, Transactions, Investigations, Programming, Excel, Compliance, Schedule, Program management, Tax, Retail, Access, International, Auditing, Database, Word, Regulatory, Mining, Certification, Money, Fitness, Networking, Analysis, Research, Training, Investigation, Supervisor, System, Powerpoint","Bachelor of Arts : Criminology University of Washington City , State"
17286050.pdf,FITNESS,"Psychology, Teaching, Writing, Networking, Fitness, Editing, Plan, Research, Presentation, Negotiation, Communication","Master in Teaching, Bachelor of Arts"
21178545.pdf,FITNESS,"Fitness, International, Health, Research, Training, Presentation, C, Travel, Presentations, Supervisor, System, Biology, Improvement, Green, Certification","Bachelor of Science , Family and Consumer Sciences, Nutrition Science"
21238396.pdf,FITNESS,"Sports, Teaching, Fundraising, Marketing, Process, Plan, Partnerships, Excel, Psychology, Schedule, Operations, Sales, Scheduling, Vendors, Brand, Email, Budget, Fitness, Training",Bachelor of Arts : Psychology Sociology
23063986.pdf,FITNESS,"Math, Sports, Reports, Marketing, Process, Transactions, Event planning, Excel, Programming, Deposits, Hypothesis, Communication, Operations, Sales, Analyze, Statistics, Inventory, Accounting, Administration, Coaching, Database, Word, Microsoft word, Brand, Responses, Schedules, Fitness, Analysis, Research, Travel, Supervisor, Payments, Customer service, Powerpoint, Spanish","Bachelor of Science - Recreation, Sport, and Tourism Tourism"
24444525.pdf,FITNESS,"Fitness, Operations, Health, Scheduling, Sales, Training, Statistics, Word, Testing, Consulting, Design, Programming, Cpr, Certification, Excel","Bachelor in Arts of Education , Physical Education"
29425788.pdf,FITNESS,"Psychology, Sports, Fitness, International, Experimental, Health, Protocols, Sales, Research, Coaching, Training, Improvement, Engagement, Certification, Communication",Bachelor of Arts Anthropology University of Michigan GPA
29792535.pdf,FITNESS,"Sports, Reports, Marketing, Health, Presentations, Excel, Cpr, Policies, Website, Schedule, Operations, Testing, Retention, Advertising, Inventory, Microsoft office, Administration, Scheduling, Adobe, Illustrator, Benchmark, Safety, Fitness, Analysis, Research, Training, Design, System, Photoshop","Bachelor of Science, Master of Science : Recreation Administration"
30757456.pdf,FITNESS,"Sports, Construction, Marketing, Presentations, Partnerships, Programming, Expenses, Communication, Psychology, Procurement, Operations, Startup, Recruiting, Testing, Advertising, Consulting, Partnership, Strategic initiatives, International, English, Scheduling, Windows, Coaching, Presentation, Staffing, Certification, Safety, Payroll, Video, Fitness, Alliances, Networking, Analysis, Training, Design, Recruitment","Bachelor of Arts , English/Communications 1992 New England College ï¼​ City , State , USA

4-Year Member of the New England College NCAA D-1 Alpine Ski Team
4-Year Member of the New England College MCLA Men's Club Lacrosse Team"
32636041.pdf,FITNESS,"Editing, Reports, Health, Drafting, Content, Radar, Cpr, Communication, Operations, Protocols, Access, International, Positioning, Analytical, Branding, Presentation, Installation, Improvement, Certification, Analytical skills, Chemistry, Fitness, Mobile, Analysis, Training, Investigation, Customer service, Security","Bachelor's Degree GPA 3.44; Dean's List, Masters Degree GPA 3.85"
37087824.pdf,FITNESS,"Microsoft excel, Reports, Administrative support, Documentation, Plan, Spreadsheets, Excel, Daily operations, Deposits, Reconcile, Financial reports, Communication, Vendor management, Schedule, Operations, Correspondence, Microsoft office suite, Healthcare, Negotiation, Inventory, Logistics, Filing, Microsoft powerpoint, Administration, Scheduling, Contracts, Microsoft word, Vendors, Word, Time management, Receivables, Risk management, Fitness, Research, Training, Travel, Repairs, Customer service, Powerpoint",Bachelors of Science : Healthcare Administration
38108845.pdf,FITNESS,"Sports, Recruit, Marketing, Process, Health, Plan, Beverage, Financial reporting, Programming, Daily operations, Expenses, Policies, Communication, Sales goals, Schedule, Operations, Reporting, Sales, Analyze, Statistics, Retention, Advertising, Inventory, Schedules, Payroll, Fitness, Training, Travel, Operational excellence, Customer service",Bachelor of Science
38650096.pdf,FITNESS,"Microsoft excel, Fitness, Microsoft office, Scheduling, Spreadsheets, Intranet, Customer service, Word, Excel, Cpr, Safety","Associate of Arts : Management, Bachelor of Science"
56286525.pdf,FITNESS,"Process, Regulations, Compliance, Policies, Communication, Budgeting, Operations, Reporting, Chemicals, Agile, Consulting, Spark, Orange, International, Administration, Coaching, Improvement, Staffing, Safety, Payroll, Budget, Fitness, Analysis, Automation, Training, Hotel, Forecasting, Customer service",M.B.A
57575888.pdf,FITNESS,"Proposal, Sports, Reports, Wordpress, Marketing, Health, Process, Plan, Salesforce, Presentations, Hospital, C, Programming, Cpr, Communication, Psychology, Requests, Operations, Reporting, Sales, Data analysis, Metrics, International, Scheduling, Coaching, Adobe, Vendors, Benchmark, Industry trends, Social media, Payroll, Budget, Fitness, Analysis, Training, Strategy, Supervisor, Design, Peoplesoft","Bachelor of Arts : Psychology Public Health Education Indiana University ï¼​ City , State Psychology Public Health Education"
67032711.pdf,FITNESS,"Teaching, Fitness, Moment, International, Health, Sales, Training, Human resources, Customer service","Bachelor of Arts : Human Resources and International Business Law Liberty University ï¼​ City , State , U.S.A. I arrived here at LU in the Fall of
2017"
10466208.pdf,HEALTHCARE,"Prospecting, Documentation, Marketing, Acquisitions, Event planning, Reporting, Sales, Pharmaceutical, Healthcare, Retention, Inventory, Administration, Contracts, Vendors, Brand, Staffing, Acquisition, Outreach, Public relations, Training, Marketing plans, Recruitment","Bachelor of Arts : Business Administration And Public Relations , 1995 
Heidelberg College"
11653906.pdf,HEALTHCARE,"Reports, Process, Counsel, Controls, Communication, Budgeting, Operations, Reporting, Sales, Healthcare, Oracle, Metrics, Partnership, Tax, Accounting, Finance, Administration, Microsoft office, Coaching, Staffing, Hardware, Budget, Forecasts, Analysis, Training, Legal, Forecasting, Design",MBA
14667957.pdf,HEALTHCARE,"Admissions, Teaching, Reports, Process, Health, Regulations, Content, Compliance, Policies, Schedule, Operations, Cms, Healthcare, Supervising, Quality assurance, Workflow, Scheduling, Contracts, Staffing, Client services, Safety, Payroll, Analysis, Training, Legal, Supervisor, System","Master of Science : teaching certificate, Nursing SUNY Syracuse SUNY Syracuse Master of Science (Post Master's teaching certificate
completed"
16121387.pdf,HEALTHCARE,"Reports, Documentation, Health, Process, Plan, Regulations, Presentations, Partnerships, Excel, Green, Cpr, Compliance, Rest, Controls, Communication, Higher education, Operations, Reporting, Protocols, Analyze, Correspondence, Quality control, Healthcare, Program management, Data analysis, Internal controls, Inventory, Engagement, Access, Accounting, Analytical, Administration, Invoices, Presentation, Word, Regulatory, Improvement, Schedules, Safety, Alliances, Analysis, Training, System, Repairs, Powerpoint",BACHELOR OF SCIENCE
17545780.pdf,HEALTHCARE,"P, Marketing, Health, Ordering, Plan, Regulations, Hospital, Case management, Policies, Communication, Budgeting, Operations, Healthcare, Testing, Accounting, Quality assurance, Payroll, Analysis, Training, Pharmacy, System",M.D.
17624934.pdf,HEALTHCARE,"Health, Process, Presentations, Hospital, Content, C, Communication, Operations, Pharmaceutical, Healthcare, Marrow, Consulting, Metrics, Technical, Workflow, Improvement, Acquisition, Certification, Complex projects, Budget, Research, Billing, Strategy, System, Design, Project management","MBA, Bachelor of Science"
17963031.pdf,HEALTHCARE,"Health, Java, Hospital, Web services, Policies, Distribution, Operations, Lean, Pharmaceutical, Healthcare, Testing, Program management, Metrics, Risk assessment, Access, Technical, Administration, Windows, Troubleshooting, Database, Transportation, Xml, Schedules, Certification, Video, Start-up, Analysis, Research, Training, Unix, Lan, Supervisor, System, Design, Logistics, Architectures, Security",Bachelor of Arts : Community Health Education Southern Illinois University Edwardsville IL Community Health Education
18129173.pdf,HEALTHCARE,"Prospecting, Marketing, Process, Therapeutic, Operations, Sales, Pharmaceutical, Healthcare, Retention, Consulting, Administration, Windows, Improvement, Paste, Biology, Process improvement, Payroll, Account management, Networking, Training, Ruby","Bachelor of Science (BS) : Radiologic Technology Biology City , State , United
States GPA: GPA: 3.5"
20748468.pdf,HEALTHCARE,"Gap analysis, Construction, Reports, Process, Plan, Quickbooks, Spreadsheets, Hospital, Ms project, Excel, Compliance, Policies, Controls, Communication, Psychology, Requests, R, Operations, Reporting, Analyze, Statistics, Healthcare, Visio, Logistics, Access, Accounting, Analytical, Warehouse, Administration, Scheduling, Coding, Troubleshooting, Windows, Html, Fulfillment, Invoices, Database, Vendors, Word, Invoicing, Css, Microsoft word, Os, Email, Schedules, Human resources, Social media, Payroll, Complex projects, Budget, Analysis, Research, Training, Billing, Legal, Data management, Supervisor, System, Design, Payments, Pharmacy, Powerpoint","Bachelor of Arts , Psychology University of Southern California ï¼​ City , State"
21866029.pdf,HEALTHCARE,"Sas, Reports, Marketing, Process, Tableau, Analytics, Excel, Sql, Communication, Requests, Writing, Reporting, Sales, Journalism, Healthcare, Testing, Advertising, Consulting, Data analysis, Key performance indicators, Inventory, Retail, Access, Analytical, Technical, Vendors, Analysis, Servers, Training, Merchant, Pharmacy, Forecasting, Security","MBA, Bachelor of Science"
25974844.pdf,HEALTHCARE,"Business management, Administrative support, Marketing, Process, Documentation, Fundraising, Quickbooks, Hospital, Updates, Marketing materials, Excel, Compliance, Communication, Schedule, Operations, Healthcare, Filing, Access, Microsoft office, Technical, Auditing, Coding, Word, Invoicing, Receivables, Graphic design, Training, Billing, Design, Powerpoint",Bachelor of Science : Business Management Canisius College ï¼​ City
26585242.pdf,HEALTHCARE,"Microsoft excel, Sas, Reports, Health, Process, Plan, Tableau, Analytics, Counsel, Project planning, Excel, Governance, Daily operations, Sql, Compliance, Policies, Schedule, Budgeting, Operations, Reporting, Analyze, Healthcare, Testing, Data analysis, Metrics, Access, Microsoft office, Finance, Administration, Troubleshooting, Invoicing, Schedules, Analysis, Conversion, Training, Legal, Pharmacy, System, Project management, Reconciliation, Customer service, Audit",Masters of Business Information Technology : Project Management
26908066.pdf,HEALTHCARE,"Prospecting, Crm, Plan, Compliance, Distribution, Sales, Recruiting, Healthcare, Metrics, Negotiation, Tax, Sourcing, Administration, Staffing, Social media, Budget, Networking, Training, Strategy, Supervisor, Forecasting, Recruitment","Bachelors of Science : Business Administration City , State Business Administration
Skills
agency, budget, business plan, client, clients, customer satisfaction, databases, financial, financial advisor, forecasting, hiring, Leadership, managing,
market, office"
27090089.pdf,HEALTHCARE,"Teaching, Reports, Administrative support, Marketing, Process, Fundraising, Spreadsheets, Assembly, Updates, Travel arrangements, Communication, Schedule, Writing, Requests, Distribution, Operations, Protocols, Sales, Recruiting, Healthcare, Advertising, Supervising, Inventory, Filing, Administration, Scheduling, Coaching, Schedules, Account management, Interactive, Research, Training, Travel, Customer service, Recruitment",Bachelor of Science : Language
28670024.pdf,HEALTHCARE,"Teaching, Documentation, Health, Spreadsheets, Transactions, Regulations, Analytics, Presentations, Visual, Policies, Communication, Writing, Protocols, Operations, Sales, Specifications, Correspondence, Healthcare, Advertising, Banking, Filing, Retail, Analytical, Technical, Administration, English, Positioning, Continuous improvement, Improvement, Schedules, Email, Safety, Video, System, Purchasing","MBA, Bachelor of Science"
34962725.pdf,HEALTHCARE,"Fitness, Administration, Health, Operations, Regulations, Training, Healthcare, Hospital, Biology, Cpr, Compliance, Policies",Bachelor of Science
36868767.pdf,HEALTHCARE,"Ordering, Health, C, French, Excel, Policies, Psychology, Schedule, Distribution, Healthcare, Retail, Access, Scheduling, Word, Schedules, Certification, Safety, Payroll, Peoplesoft, Powerpoint","BACHELOR OF ARTS DEGREE, BACHELOR OF SCIENCE DEGREE : Psychology Suffolk University ï¼​ City , State Psychology"
39082090.pdf,HEALTHCARE,"Marketing, Health, Mock, Presentations, Policies, Communication, Psychology, Writing, Reporting, Sales, Business development, Healthcare, Data analysis, Retail, International, English, Quality assurance, Coding, Database, Regulatory, Relationship building, Improvement, Schedules, Staffing, Payroll, Analysis, Research, Training, Billing, Reconciliation, Customer service, Audit, Spanish",MBA
13879043.pdf,HR,"Sap, Reports, Process, Health, Plan, Regulations, Compliance, Policies, Distribution, Reporting, Recruiting, Retention, Consulting, Engagement, Mis, Sourcing, Access, Administration, Technical, Database, Improvement, Payroll, Budget, Networking, Human resource, Analysis, Research, Training, System, Recruitment","Bachelors of Commerce BNDC University, Masters of Business Administration"
14225422.pdf,HR,"Proposal, Reports, Engineering, Process, Transactions, Plan, Counsel, Excel, Reconcile, Compliance, Policies, Psychology, Requests, Operations, Reporting, Recruiting, Analyze, Fda, Metrics, Hris, Administration, Coaching, Vendors, Word, Staffing, Benchmark, Safety, Payroll, Research, Training, Billing, Iso, Investigation, System, Employee relations, Powerpoint, Recruitment, Security","Master of Science Degree, Bachelor of Arts Degree : Psychology Psychology"
16877897.pdf,HR,"Sports, Sap, Reports, Process, Cost reduction, Plan, Excel, Sql, Compliance, Communication, Distribution, Operations, Operating systems, Employee engagement, Javascript, Engagement, Mis, Sourcing, Html, Analytical, Technical, Administration, Windows, Scheduling, Css, Word, Matrix, Database, Safety, Time management, Analytical skills, Payroll, Budget, Human resource, Training, Iso, System, Audit, Recruitment, Security","Bachelor of Education (B.Ed) : Education, Bachelor of Science (B.Sc) : Biotechnology , 2002-2005"
17412079.pdf,HR,"Sap, Reports, Process, Health, Plan, Regulations, Excel, Compliance, Policies, Distribution, Reporting, Recruiting, Retention, Consulting, Engagement, Mis, Sourcing, Access, Hris, Administration, Technical, Database, Word, Improvement, Payroll, Budget, Networking, Human resource, Analysis, Research, Training, System, Powerpoint, Recruitment","Bachelors of Commerce BNDC University Karnataka University Willing to take up additional certifications such as PHR as required by the role.
Masters of Business Administration"
17812897.pdf,HR,"Recruit, Process, Health, Regulations, Excel, Compliance, Policies, Distribution, Operations, Reporting, Startup, Leadership development, Recruiting, Retention, Visio, Hris, Access, Administration, Coaching, Continuous improvement, Fulfillment, Contracts, Word, Improvement, Staffing, Human resources, On-boarding, Safety, Industry trends, Strategic direction, Payroll, Human resource, Analysis, Training, Legal, Strategy, Project management, Employee relations, Powerpoint, Recruitment",Bachelor of Business Administration MOUNT
21265194.pdf,HR,"Psychology, Sports, Business cases, Process, Recruiting, Coaching, Training, Investigations, Presentation, Strategy, Matrix, Presentations, Retention, Design, Employee relations, Process improvements, Policies, Talent management","Masters of Arts, Bachelor of Science : Psychology , December,"
